event_date,year_month,country,category,device_type,user_id,session_id,event_name,quantity,unit_price,revenue
2025-09-01,2025-09,United Kingdom,Home,Desktop,U00101,S0001279,viewed,,,
2025-09-01,2025-09,Australia,Apparel,Desktop,U01911,S0001294,add_to_cart,,,
2025-09-01,2025-09,Australia,Apparel,Desktop,U01911,S0001294,checkout_started,,,
2025-09-01,2025-09,Australia,Apparel,Desktop,U01911,S0001294,purchased,2.0,42.81305970729176,85.63
2025-09-01,2025-09,Australia,Apparel,Desktop,U01911,S0001294,viewed,,,
2025-09-01,2025-09,Canada,Apparel,Desktop,U01365,S0001409,viewed,,,
2025-09-01,2025-09,United States,Apparel,Desktop,U02335,S0001482,viewed,,,
2025-09-01,2025-09,Canada,Sports,Tablet,U00780,S0001488,viewed,,,
2025-09-01,2025-09,Australia,Electronics,Mobile,U00593,S0001532,add_to_cart,,,
2025-09-01,2025-09,Australia,Electronics,Mobile,U00593,S0001532,checkout_started,,,
2025-09-01,2025-09,Australia,Electronics,Mobile,U00593,S0001532,purchased,1.0,150.4161936635172,150.42
2025-09-01,2025-09,Australia,Electronics,Mobile,U00593,S0001532,viewed,,,
2025-09-01,2025-09,United States,Apparel,Mobile,U01831,S0001550,viewed,,,
2025-09-01,2025-09,United States,Home,Mobile,U02426,S0001622,add_to_cart,,,
2025-09-01,2025-09,United States,Home,Mobile,U02426,S0001622,viewed,,,
2025-09-01,2025-09,Germany,Home,Desktop,U00968,S0001739,add_to_cart,,,
2025-09-01,2025-09,Germany,Home,Desktop,U00968,S0001739,viewed,,,
2025-09-01,2025-09,Australia,Electronics,Mobile,U00361,S0001763,add_to_cart,,,
2025-09-01,2025-09,Australia,Electronics,Mobile,U00361,S0001763,viewed,,,
2025-09-01,2025-09,Canada,Apparel,Desktop,U01294,S0001807,add_to_cart,,,
2025-09-01,2025-09,Canada,Apparel,Desktop,U01294,S0001807,checkout_started,,,
2025-09-01,2025-09,Canada,Apparel,Desktop,U01294,S0001807,viewed,,,
2025-09-01,2025-09,United Kingdom,Sports,Mobile,U00769,S0001913,viewed,,,
2025-09-01,2025-09,United Kingdom,Apparel,Mobile,U00975,S0001949,viewed,,,
2025-09-01,2025-09,Germany,Beauty,Mobile,U01971,S0001996,viewed,,,
2025-09-01,2025-09,United States,Beauty,Mobile,U00746,S0002202,viewed,,,
2025-09-01,2025-09,United Kingdom,Home,Mobile,U00372,S0002259,add_to_cart,,,
2025-09-01,2025-09,United Kingdom,Home,Mobile,U00372,S0002259,viewed,,,
2025-09-01,2025-09,United States,Home,Desktop,U01084,S0002316,add_to_cart,,,
2025-09-01,2025-09,United States,Home,Desktop,U01084,S0002316,checkout_started,,,
2025-09-01,2025-09,United States,Home,Desktop,U01084,S0002316,purchased,4.0,74.29629823573265,297.19
2025-09-01,2025-09,United States,Home,Desktop,U01084,S0002316,viewed,,,
2025-09-01,2025-09,Canada,Apparel,Desktop,U01938,S0002401,viewed,,,
2025-09-01,2025-09,Germany,Apparel,Mobile,U01659,S0002442,viewed,,,
2025-09-01,2025-09,United Kingdom,Home,Desktop,U01473,S0002443,viewed,,,
2025-09-01,2025-09,Australia,Home,Desktop,U00161,S0002628,viewed,,,
2025-09-01,2025-09,United States,Sports,Mobile,U01400,S0002646,viewed,,,
2025-09-01,2025-09,Canada,Beauty,Desktop,U02183,S0002789,viewed,,,
2025-09-01,2025-09,United Kingdom,Home,Tablet,U00521,S0003191,viewed,,,
2025-09-01,2025-09,Germany,Sports,Desktop,U01533,S0003217,add_to_cart,,,
2025-09-01,2025-09,Germany,Sports,Desktop,U01533,S0003217,viewed,,,
2025-09-01,2025-09,Canada,Apparel,Desktop,U01533,S0003234,add_to_cart,,,
2025-09-01,2025-09,Canada,Apparel,Desktop,U01533,S0003234,viewed,,,
2025-09-01,2025-09,Australia,Apparel,Desktop,U02326,S0003399,add_to_cart,,,
2025-09-01,2025-09,Australia,Apparel,Desktop,U02326,S0003399,checkout_started,,,
2025-09-01,2025-09,Australia,Apparel,Desktop,U02326,S0003399,purchased,4.0,60.14632610142366,240.59
2025-09-01,2025-09,Australia,Apparel,Desktop,U02326,S0003399,viewed,,,
2025-09-01,2025-09,United States,Electronics,Desktop,U00048,S0003674,viewed,,,
2025-09-01,2025-09,United States,Beauty,Mobile,U02420,S0003725,viewed,,,
2025-09-01,2025-09,United States,Electronics,Tablet,U02204,S0003799,add_to_cart,,,
2025-09-01,2025-09,United States,Electronics,Tablet,U02204,S0003799,checkout_started,,,
2025-09-01,2025-09,United States,Electronics,Tablet,U02204,S0003799,purchased,3.0,156.39198844672552,469.18
2025-09-01,2025-09,United States,Electronics,Tablet,U02204,S0003799,viewed,,,
2025-09-01,2025-09,Germany,Home,Mobile,U02513,S0004055,viewed,,,
2025-09-01,2025-09,Australia,Sports,Mobile,U00402,S0004111,add_to_cart,,,
2025-09-01,2025-09,Australia,Sports,Mobile,U00402,S0004111,viewed,,,
2025-09-01,2025-09,United States,Sports,Mobile,U01465,S0004131,viewed,,,
2025-09-01,2025-09,United States,Electronics,Desktop,U01864,S0004361,viewed,,,
2025-09-01,2025-09,United States,Home,Mobile,U02191,S0004598,viewed,,,
2025-09-01,2025-09,United States,Beauty,Desktop,U01008,S0004627,viewed,,,
2025-09-01,2025-09,United States,Beauty,Mobile,U00709,S0004689,viewed,,,
2025-09-01,2025-09,United States,Sports,Desktop,U00016,S0004691,viewed,,,
2025-09-01,2025-09,Canada,Apparel,Mobile,U00885,S0004768,viewed,,,
2025-09-01,2025-09,United States,Beauty,Mobile,U00638,S0004885,viewed,,,
2025-09-02,2025-09,United States,Home,Mobile,U00780,S0000233,viewed,,,
2025-09-02,2025-09,United States,Sports,Tablet,U02200,S0000300,add_to_cart,,,
2025-09-02,2025-09,United States,Sports,Tablet,U02200,S0000300,checkout_started,,,
2025-09-02,2025-09,United States,Sports,Tablet,U02200,S0000300,purchased,3.0,42.21091716233267,126.63
2025-09-02,2025-09,United States,Sports,Tablet,U02200,S0000300,viewed,,,
2025-09-02,2025-09,Germany,Home,Mobile,U01845,S0000410,viewed,,,
2025-09-02,2025-09,United Kingdom,Home,Mobile,U00809,S0000415,add_to_cart,,,
2025-09-02,2025-09,United Kingdom,Home,Mobile,U00809,S0000415,viewed,,,
2025-09-02,2025-09,United States,Home,Desktop,U01837,S0000478,viewed,,,
2025-09-02,2025-09,United States,Sports,Tablet,U02576,S0000540,add_to_cart,,,
2025-09-02,2025-09,United States,Sports,Tablet,U02576,S0000540,viewed,,,
2025-09-02,2025-09,United States,Electronics,Desktop,U02565,S0000790,add_to_cart,,,
2025-09-02,2025-09,United States,Electronics,Desktop,U02565,S0000790,checkout_started,,,
2025-09-02,2025-09,United States,Electronics,Desktop,U02565,S0000790,purchased,4.0,147.7107377635651,590.84
2025-09-02,2025-09,United States,Electronics,Desktop,U02565,S0000790,viewed,,,
2025-09-02,2025-09,United States,Electronics,Desktop,U00324,S0000801,add_to_cart,,,
2025-09-02,2025-09,United States,Electronics,Desktop,U00324,S0000801,viewed,,,
2025-09-02,2025-09,United States,Electronics,Tablet,U00723,S0000839,viewed,,,
2025-09-02,2025-09,Germany,Home,Tablet,U01726,S0000889,add_to_cart,,,
2025-09-02,2025-09,Germany,Home,Tablet,U01726,S0000889,checkout_started,,,
2025-09-02,2025-09,Germany,Home,Tablet,U01726,S0000889,viewed,,,
2025-09-02,2025-09,United States,Home,Mobile,U00848,S0001038,viewed,,,
2025-09-02,2025-09,United States,Sports,Mobile,U00599,S0001121,add_to_cart,,,
2025-09-02,2025-09,United States,Sports,Mobile,U00599,S0001121,viewed,,,
2025-09-02,2025-09,United States,Sports,Mobile,U01278,S0001366,viewed,,,
2025-09-02,2025-09,United States,Beauty,Mobile,U02184,S0001529,viewed,,,
2025-09-02,2025-09,Germany,Apparel,Mobile,U01966,S0001594,viewed,,,
2025-09-02,2025-09,United States,Apparel,Desktop,U02436,S0001624,viewed,,,
2025-09-02,2025-09,Australia,Apparel,Desktop,U02202,S0001652,viewed,,,
2025-09-02,2025-09,Germany,Home,Desktop,U00885,S0001682,viewed,,,
2025-09-02,2025-09,United States,Apparel,Desktop,U00858,S0002090,viewed,,,
2025-09-02,2025-09,United States,Apparel,Desktop,U02339,S0002171,viewed,,,
2025-09-02,2025-09,United Kingdom,Electronics,Tablet,U00349,S0002975,viewed,,,
2025-09-02,2025-09,United Kingdom,Home,Mobile,U00471,S0003103,viewed,,,
2025-09-02,2025-09,United States,Sports,Mobile,U01807,S0003136,add_to_cart,,,
2025-09-02,2025-09,United States,Sports,Mobile,U01807,S0003136,viewed,,,
2025-09-02,2025-09,United Kingdom,Electronics,Desktop,U00398,S0003505,viewed,,,
2025-09-02,2025-09,Canada,Electronics,Mobile,U01699,S0003788,viewed,,,
2025-09-02,2025-09,United States,Apparel,Mobile,U01941,S0003804,viewed,,,
2025-09-02,2025-09,United States,Sports,Desktop,U00965,S0003822,viewed,,,
2025-09-02,2025-09,Australia,Home,Tablet,U00616,S0003858,viewed,,,
2025-09-02,2025-09,United States,Home,Desktop,U01442,S0003898,viewed,,,
2025-09-02,2025-09,United States,Apparel,Desktop,U02531,S0003904,viewed,,,
2025-09-02,2025-09,United States,Home,Desktop,U02011,S0004046,add_to_cart,,,
2025-09-02,2025-09,United States,Home,Desktop,U02011,S0004046,viewed,,,
2025-09-02,2025-09,United Kingdom,Sports,Desktop,U01776,S0004104,add_to_cart,,,
2025-09-02,2025-09,United Kingdom,Sports,Desktop,U01776,S0004104,checkout_started,,,
2025-09-02,2025-09,United Kingdom,Sports,Desktop,U01776,S0004104,purchased,2.0,40.76045207972423,81.52
2025-09-02,2025-09,United Kingdom,Sports,Desktop,U01776,S0004104,viewed,,,
2025-09-02,2025-09,United States,Sports,Desktop,U01032,S0004117,add_to_cart,,,
2025-09-02,2025-09,United States,Sports,Desktop,U01032,S0004117,checkout_started,,,
2025-09-02,2025-09,United States,Sports,Desktop,U01032,S0004117,purchased,3.0,82.22276697775814,246.67
2025-09-02,2025-09,United States,Sports,Desktop,U01032,S0004117,viewed,,,
2025-09-02,2025-09,United States,Home,Mobile,U00840,S0004230,viewed,,,
2025-09-02,2025-09,Canada,Home,Mobile,U01091,S0004393,add_to_cart,,,
2025-09-02,2025-09,Canada,Home,Mobile,U01091,S0004393,viewed,,,
2025-09-02,2025-09,Canada,Apparel,Tablet,U00077,S0004505,viewed,,,
2025-09-02,2025-09,United States,Sports,Mobile,U02155,S0004527,add_to_cart,,,
2025-09-02,2025-09,United States,Sports,Mobile,U02155,S0004527,viewed,,,
2025-09-02,2025-09,United States,Sports,Mobile,U01696,S0004563,viewed,,,
2025-09-02,2025-09,United States,Sports,Desktop,U00699,S0004788,add_to_cart,,,
2025-09-02,2025-09,United States,Sports,Desktop,U00699,S0004788,viewed,,,
2025-09-02,2025-09,United States,Home,Tablet,U00892,S0004931,viewed,,,
2025-09-03,2025-09,United States,Beauty,Mobile,U01703,S0000138,add_to_cart,,,
2025-09-03,2025-09,United States,Beauty,Mobile,U01703,S0000138,viewed,,,
2025-09-03,2025-09,United States,Electronics,Desktop,U00011,S0000170,add_to_cart,,,
2025-09-03,2025-09,United States,Electronics,Desktop,U00011,S0000170,checkout_started,,,
2025-09-03,2025-09,United States,Electronics,Desktop,U00011,S0000170,purchased,1.0,152.08893093072757,152.09
2025-09-03,2025-09,United States,Electronics,Desktop,U00011,S0000170,viewed,,,
2025-09-03,2025-09,Germany,Sports,Desktop,U01114,S0000272,viewed,,,
2025-09-03,2025-09,Germany,Apparel,Mobile,U01729,S0000369,viewed,,,
2025-09-03,2025-09,United States,Beauty,Mobile,U00158,S0000385,viewed,,,
2025-09-03,2025-09,Australia,Home,Mobile,U00078,S0000429,viewed,,,
2025-09-03,2025-09,United States,Electronics,Mobile,U02040,S0000454,add_to_cart,,,
2025-09-03,2025-09,United States,Electronics,Mobile,U02040,S0000454,checkout_started,,,
2025-09-03,2025-09,United States,Electronics,Mobile,U02040,S0000454,purchased,2.0,129.34669111891418,258.69
2025-09-03,2025-09,United States,Electronics,Mobile,U02040,S0000454,viewed,,,
2025-09-03,2025-09,Germany,Beauty,Tablet,U01678,S0000787,add_to_cart,,,
2025-09-03,2025-09,Germany,Beauty,Tablet,U01678,S0000787,viewed,,,
2025-09-03,2025-09,United Kingdom,Sports,Desktop,U01593,S0000821,viewed,,,
2025-09-03,2025-09,Germany,Home,Mobile,U01186,S0000830,viewed,,,
2025-09-03,2025-09,Canada,Electronics,Desktop,U00787,S0001167,add_to_cart,,,
2025-09-03,2025-09,Canada,Electronics,Desktop,U00787,S0001167,viewed,,,
2025-09-03,2025-09,United States,Apparel,Tablet,U02389,S0001180,viewed,,,
2025-09-03,2025-09,Australia,Apparel,Mobile,U00478,S0001300,add_to_cart,,,
2025-09-03,2025-09,Australia,Apparel,Mobile,U00478,S0001300,checkout_started,,,
2025-09-03,2025-09,Australia,Apparel,Mobile,U00478,S0001300,purchased,4.0,58.69893535731974,234.8
2025-09-03,2025-09,Australia,Apparel,Mobile,U00478,S0001300,viewed,,,
2025-09-03,2025-09,Canada,Electronics,Mobile,U01479,S0001399,viewed,,,
2025-09-03,2025-09,Germany,Electronics,Mobile,U00771,S0001493,viewed,,,
2025-09-03,2025-09,United States,Home,Mobile,U01985,S0001536,add_to_cart,,,
2025-09-03,2025-09,United States,Home,Mobile,U01985,S0001536,checkout_started,,,
2025-09-03,2025-09,United States,Home,Mobile,U01985,S0001536,purchased,1.0,83.32346847019022,83.32
2025-09-03,2025-09,United States,Home,Mobile,U01985,S0001536,viewed,,,
2025-09-03,2025-09,United States,Electronics,Mobile,U01266,S0001590,viewed,,,
2025-09-03,2025-09,United States,Home,Desktop,U00095,S0001744,viewed,,,
2025-09-03,2025-09,Canada,Apparel,Mobile,U01032,S0001783,viewed,,,
2025-09-03,2025-09,Canada,Electronics,Mobile,U01943,S0001869,add_to_cart,,,
2025-09-03,2025-09,Canada,Electronics,Mobile,U01943,S0001869,checkout_started,,,
2025-09-03,2025-09,Canada,Electronics,Mobile,U01943,S0001869,purchased,1.0,112.96841319260005,112.97
2025-09-03,2025-09,Canada,Electronics,Mobile,U01943,S0001869,viewed,,,
2025-09-03,2025-09,Canada,Home,Tablet,U01163,S0001944,viewed,,,
2025-09-03,2025-09,United States,Beauty,Mobile,U02176,S0002138,add_to_cart,,,
2025-09-03,2025-09,United States,Beauty,Mobile,U02176,S0002138,checkout_started,,,
2025-09-03,2025-09,United States,Beauty,Mobile,U02176,S0002138,purchased,4.0,40.11375880811063,160.46
2025-09-03,2025-09,United States,Beauty,Mobile,U02176,S0002138,viewed,,,
2025-09-03,2025-09,Canada,Beauty,Mobile,U01040,S0002223,add_to_cart,,,
2025-09-03,2025-09,Canada,Beauty,Mobile,U01040,S0002223,checkout_started,,,
2025-09-03,2025-09,Canada,Beauty,Mobile,U01040,S0002223,purchased,4.0,23.153290881472735,92.61
2025-09-03,2025-09,Canada,Beauty,Mobile,U01040,S0002223,viewed,,,
2025-09-03,2025-09,Germany,Home,Desktop,U00528,S0002261,viewed,,,
2025-09-03,2025-09,Canada,Home,Mobile,U01959,S0002263,viewed,,,
2025-09-03,2025-09,United States,Electronics,Mobile,U01019,S0002329,viewed,,,
2025-09-03,2025-09,United States,Apparel,Desktop,U00159,S0002410,viewed,,,
2025-09-03,2025-09,United Kingdom,Home,Desktop,U02350,S0002469,add_to_cart,,,
2025-09-03,2025-09,United Kingdom,Home,Desktop,U02350,S0002469,checkout_started,,,
2025-09-03,2025-09,United Kingdom,Home,Desktop,U02350,S0002469,purchased,1.0,111.3103500885021,111.31
2025-09-03,2025-09,United Kingdom,Home,Desktop,U02350,S0002469,viewed,,,
2025-09-03,2025-09,United Kingdom,Electronics,Mobile,U01508,S0002499,viewed,,,
2025-09-03,2025-09,Germany,Apparel,Mobile,U00272,S0002559,viewed,,,
2025-09-03,2025-09,United States,Apparel,Desktop,U00728,S0002636,add_to_cart,,,
2025-09-03,2025-09,United States,Apparel,Desktop,U00728,S0002636,viewed,,,
2025-09-03,2025-09,United Kingdom,Electronics,Mobile,U00572,S0002712,viewed,,,
2025-09-03,2025-09,Canada,Home,Tablet,U01627,S0002951,viewed,,,
2025-09-03,2025-09,United States,Apparel,Mobile,U01104,S0003119,viewed,,,
2025-09-03,2025-09,United States,Electronics,Mobile,U01866,S0003309,viewed,,,
2025-09-03,2025-09,United States,Electronics,Mobile,U00473,S0003442,add_to_cart,,,
2025-09-03,2025-09,United States,Electronics,Mobile,U00473,S0003442,checkout_started,,,
2025-09-03,2025-09,United States,Electronics,Mobile,U00473,S0003442,viewed,,,
2025-09-03,2025-09,Germany,Beauty,Mobile,U01447,S0003458,viewed,,,
2025-09-03,2025-09,Germany,Sports,Mobile,U01238,S0003486,viewed,,,
2025-09-03,2025-09,United States,Beauty,Mobile,U01444,S0003537,add_to_cart,,,
2025-09-03,2025-09,United States,Beauty,Mobile,U01444,S0003537,checkout_started,,,
2025-09-03,2025-09,United States,Beauty,Mobile,U01444,S0003537,purchased,2.0,45.618911677078415,91.24
2025-09-03,2025-09,United States,Beauty,Mobile,U01444,S0003537,viewed,,,
2025-09-03,2025-09,Canada,Electronics,Desktop,U00332,S0003682,add_to_cart,,,
2025-09-03,2025-09,Canada,Electronics,Desktop,U00332,S0003682,checkout_started,,,
2025-09-03,2025-09,Canada,Electronics,Desktop,U00332,S0003682,purchased,1.0,140.03761867533026,140.04
2025-09-03,2025-09,Canada,Electronics,Desktop,U00332,S0003682,viewed,,,
2025-09-03,2025-09,United Kingdom,Apparel,Mobile,U01325,S0003805,viewed,,,
2025-09-03,2025-09,United States,Beauty,Desktop,U00198,S0003947,add_to_cart,,,
2025-09-03,2025-09,United States,Beauty,Desktop,U00198,S0003947,checkout_started,,,
2025-09-03,2025-09,United States,Beauty,Desktop,U00198,S0003947,purchased,2.0,41.36411688371185,82.73
2025-09-03,2025-09,United States,Beauty,Desktop,U00198,S0003947,viewed,,,
2025-09-03,2025-09,Germany,Home,Mobile,U00570,S0003997,viewed,,,
2025-09-03,2025-09,United States,Beauty,Desktop,U00776,S0004036,add_to_cart,,,
2025-09-03,2025-09,United States,Beauty,Desktop,U00776,S0004036,checkout_started,,,
2025-09-03,2025-09,United States,Beauty,Desktop,U00776,S0004036,viewed,,,
2025-09-03,2025-09,Australia,Electronics,Desktop,U02003,S0004062,viewed,,,
2025-09-03,2025-09,United States,Home,Mobile,U02250,S0004076,viewed,,,
2025-09-03,2025-09,United States,Sports,Mobile,U00196,S0004160,viewed,,,
2025-09-03,2025-09,United States,Beauty,Mobile,U00689,S0004260,add_to_cart,,,
2025-09-03,2025-09,United States,Beauty,Mobile,U00689,S0004260,checkout_started,,,
2025-09-03,2025-09,United States,Beauty,Mobile,U00689,S0004260,purchased,2.0,35.78391824779727,71.57
2025-09-03,2025-09,United States,Beauty,Mobile,U00689,S0004260,viewed,,,
2025-09-03,2025-09,Canada,Electronics,Mobile,U01759,S0004531,viewed,,,
2025-09-03,2025-09,Australia,Sports,Tablet,U00221,S0004535,viewed,,,
2025-09-03,2025-09,United States,Beauty,Mobile,U01858,S0004642,viewed,,,
2025-09-03,2025-09,Germany,Electronics,Mobile,U01230,S0004645,add_to_cart,,,
2025-09-03,2025-09,Germany,Electronics,Mobile,U01230,S0004645,checkout_started,,,
2025-09-03,2025-09,Germany,Electronics,Mobile,U01230,S0004645,viewed,,,
2025-09-03,2025-09,United States,Apparel,Desktop,U02016,S0004700,viewed,,,
2025-09-03,2025-09,United States,Apparel,Mobile,U01787,S0004715,viewed,,,
2025-09-03,2025-09,Germany,Apparel,Mobile,U01124,S0004913,viewed,,,
2025-09-04,2025-09,Canada,Sports,Mobile,U00664,S0000117,viewed,,,
2025-09-04,2025-09,Germany,Electronics,Tablet,U01237,S0000147,viewed,,,
2025-09-04,2025-09,Germany,Sports,Mobile,U01485,S0000250,viewed,,,
2025-09-04,2025-09,Australia,Electronics,Mobile,U00640,S0000328,viewed,,,
2025-09-04,2025-09,United States,Apparel,Desktop,U00304,S0000562,viewed,,,
2025-09-04,2025-09,Canada,Sports,Desktop,U02237,S0000663,viewed,,,
2025-09-04,2025-09,United States,Beauty,Mobile,U01060,S0000817,viewed,,,
2025-09-04,2025-09,Canada,Beauty,Mobile,U00020,S0000844,viewed,,,
2025-09-04,2025-09,United States,Sports,Desktop,U01734,S0000870,viewed,,,
2025-09-04,2025-09,United States,Home,Mobile,U00400,S0000902,viewed,,,
2025-09-04,2025-09,Germany,Home,Desktop,U00173,S0000970,add_to_cart,,,
2025-09-04,2025-09,Germany,Home,Desktop,U00173,S0000970,viewed,,,
2025-09-04,2025-09,United Kingdom,Electronics,Desktop,U01971,S0001019,add_to_cart,,,
2025-09-04,2025-09,United Kingdom,Electronics,Desktop,U01971,S0001019,checkout_started,,,
2025-09-04,2025-09,United Kingdom,Electronics,Desktop,U01971,S0001019,purchased,3.0,142.1890681520102,426.57
2025-09-04,2025-09,United Kingdom,Electronics,Desktop,U01971,S0001019,viewed,,,
2025-09-04,2025-09,Canada,Electronics,Mobile,U02052,S0001099,viewed,,,
2025-09-04,2025-09,Canada,Electronics,Tablet,U00710,S0001240,viewed,,,
2025-09-04,2025-09,Germany,Electronics,Mobile,U00256,S0001266,viewed,,,
2025-09-04,2025-09,United States,Electronics,Desktop,U01976,S0001446,viewed,,,
2025-09-04,2025-09,United States,Sports,Desktop,U02100,S0001452,add_to_cart,,,
2025-09-04,2025-09,United States,Sports,Desktop,U02100,S0001452,viewed,,,
2025-09-04,2025-09,Canada,Sports,Mobile,U01928,S0001683,viewed,,,
2025-09-04,2025-09,United Kingdom,Electronics,Tablet,U00393,S0001871,viewed,,,
2025-09-04,2025-09,Australia,Home,Mobile,U00414,S0001909,viewed,,,
2025-09-04,2025-09,United Kingdom,Apparel,Mobile,U01413,S0002038,viewed,,,
2025-09-04,2025-09,United States,Apparel,Desktop,U00688,S0002203,add_to_cart,,,
2025-09-04,2025-09,United States,Apparel,Desktop,U00688,S0002203,checkout_started,,,
2025-09-04,2025-09,United States,Apparel,Desktop,U00688,S0002203,purchased,4.0,63.04528739892004,252.18
2025-09-04,2025-09,United States,Apparel,Desktop,U00688,S0002203,viewed,,,
2025-09-04,2025-09,United States,Home,Desktop,U00553,S0002322,add_to_cart,,,
2025-09-04,2025-09,United States,Home,Desktop,U00553,S0002322,checkout_started,,,
2025-09-04,2025-09,United States,Home,Desktop,U00553,S0002322,purchased,4.0,126.78163359364153,507.13
2025-09-04,2025-09,United States,Home,Desktop,U00553,S0002322,viewed,,,
2025-09-04,2025-09,United States,Beauty,Desktop,U00280,S0002339,add_to_cart,,,
2025-09-04,2025-09,United States,Beauty,Desktop,U00280,S0002339,checkout_started,,,
2025-09-04,2025-09,United States,Beauty,Desktop,U00280,S0002339,viewed,,,
2025-09-04,2025-09,Germany,Beauty,Desktop,U01120,S0002630,add_to_cart,,,
2025-09-04,2025-09,Germany,Beauty,Desktop,U01120,S0002630,checkout_started,,,
2025-09-04,2025-09,Germany,Beauty,Desktop,U01120,S0002630,viewed,,,
2025-09-04,2025-09,United States,Apparel,Tablet,U00894,S0002728,viewed,,,
2025-09-04,2025-09,United States,Beauty,Mobile,U02378,S0002764,viewed,,,
2025-09-04,2025-09,United States,Home,Mobile,U00103,S0002772,add_to_cart,,,
2025-09-04,2025-09,United States,Home,Mobile,U00103,S0002772,checkout_started,,,
2025-09-04,2025-09,United States,Home,Mobile,U00103,S0002772,purchased,3.0,77.78899630286142,233.37
2025-09-04,2025-09,United States,Home,Mobile,U00103,S0002772,viewed,,,
2025-09-04,2025-09,United States,Sports,Desktop,U01326,S0002866,viewed,,,
2025-09-04,2025-09,United States,Electronics,Mobile,U00936,S0002881,viewed,,,
2025-09-04,2025-09,United States,Electronics,Mobile,U01257,S0003240,viewed,,,
2025-09-04,2025-09,United States,Electronics,Mobile,U00539,S0003320,add_to_cart,,,
2025-09-04,2025-09,United States,Electronics,Mobile,U00539,S0003320,checkout_started,,,
2025-09-04,2025-09,United States,Electronics,Mobile,U00539,S0003320,purchased,2.0,110.4031742122261,220.81
2025-09-04,2025-09,United States,Electronics,Mobile,U00539,S0003320,viewed,,,
2025-09-04,2025-09,United States,Electronics,Desktop,U00332,S0003545,viewed,,,
2025-09-04,2025-09,United States,Sports,Desktop,U01154,S0003633,viewed,,,
2025-09-04,2025-09,United States,Home,Mobile,U01899,S0003755,viewed,,,
2025-09-04,2025-09,United States,Home,Mobile,U00785,S0003880,viewed,,,
2025-09-04,2025-09,United States,Apparel,Tablet,U01750,S0004003,add_to_cart,,,
2025-09-04,2025-09,United States,Apparel,Tablet,U01750,S0004003,checkout_started,,,
2025-09-04,2025-09,United States,Apparel,Tablet,U01750,S0004003,purchased,4.0,61.46371240399794,245.85
2025-09-04,2025-09,United States,Apparel,Tablet,U01750,S0004003,viewed,,,
2025-09-04,2025-09,Canada,Apparel,Mobile,U00715,S0004092,viewed,,,
2025-09-04,2025-09,United Kingdom,Beauty,Desktop,U01049,S0004189,viewed,,,
2025-09-04,2025-09,United States,Sports,Desktop,U01130,S0004194,viewed,,,
2025-09-04,2025-09,United States,Home,Mobile,U01428,S0004236,viewed,,,
2025-09-04,2025-09,United States,Electronics,Desktop,U02440,S0004244,add_to_cart,,,
2025-09-04,2025-09,United States,Electronics,Desktop,U02440,S0004244,checkout_started,,,
2025-09-04,2025-09,United States,Electronics,Desktop,U02440,S0004244,viewed,,,
2025-09-04,2025-09,Canada,Home,Mobile,U00172,S0004275,viewed,,,
