user_id,event_date,event,device,country,medium,revenue
U00016,2025-01-18 00:36:22,checkout,desktop,India,organic,0
U00016,2025-01-18 00:55:49,purchase,desktop,India,organic,95.97
U00017,2025-03-07 11:00:00,view,mobile,Canada,organic,0
U00017,2025-03-07 11:32:41,add_to_cart,mobile,Canada,organic,0
U00018,2025-03-01 02:00:00,view,mobile,US,cpc,0
U00019,2025-05-18 05:00:00,view,mobile,US,cpc,0
U00020,2025-05-04 06:00:00,view,tablet,US,organic,0
U00021,2025-06-01 13:00:00,view,mobile,US,organic,0
U00021,2025-06-01 13:20:11,add_to_cart,mobile,US,organic,0
U00021,2025-06-01 13:57:18,checkout,mobile,US,organic,0
U00021,2025-06-01 14:36:04,purchase,mobile,US,organic,105.05
U00022,2025-05-20 03:00:00,view,desktop,Canada,cpc,0
U00022,2025-05-20 03:06:08,add_to_cart,desktop,Canada,cpc,0
U00023,2025-01-31 08:00:00,view,mobile,India,organic,0
U00023,2025-01-31 08:05:00,add_to_cart,mobile,India,organic,0
U00024,2025-06-12 05:00:00,view,mobile,UK,organic,0
U00024,2025-06-12 05:32:08,add_to_cart,mobile,UK,organic,0
U00024,2025-06-12 05:56:26,checkout,mobile,UK,organic,0
U00024,2025-06-12 06:42:44,purchase,mobile,UK,organic,118.56
U00025,2025-06-09 14:00:00,view,tablet,US,referral,0
U00025,2025-06-09 14:05:53,add_to_cart,tablet,US,referral,0
U00026,2025-04-28 21:00:00,view,desktop,UK,referral,0
U00027,2025-02-23 07:00:00,view,desktop,US,none,0
U00028,2025-05-15 22:00:00,view,tablet,India,cpc,0
U00029,2025-06-02 04:00:00,view,desktop,Brazil,referral,0
U00029,2025-06-02 04:02:00,add_to_cart,desktop,Brazil,referral,0
U00029,2025-06-02 04:36:46,checkout,desktop,Brazil,referral,0
U00029,2025-06-02 05:24:40,purchase,desktop,Brazil,referral,121.14
U00030,2025-02-18 18:00:00,view,desktop,Canada,referral,0
U00030,2025-02-18 18:17:09,add_to_cart,desktop,Canada,referral,0
U00030,2025-02-18 18:21:30,checkout,desktop,Canada,referral,0
U00030,2025-02-18 18:44:46,purchase,desktop,Canada,referral,125.75
U00031,2025-05-18 00:00:00,view,mobile,India,referral,0
U00032,2025-05-16 05:00:00,view,desktop,US,cpc,0
U00033,2025-02-23 14:00:00,view,desktop,US,referral,0
U00034,2025-05-01 02:00:00,view,desktop,Brazil,organic,0
U00034,2025-05-01 02:05:01,add_to_cart,desktop,Brazil,organic,0
U00034,2025-05-01 02:53:48,checkout,desktop,Brazil,organic,0
U00034,2025-05-01 03:57:58,purchase,desktop,Brazil,organic,69.38
U00035,2025-03-17 04:00:00,view,desktop,India,organic,0
U00035,2025-03-17 04:07:24,add_to_cart,desktop,India,organic,0
U00035,2025-03-17 04:36:02,checkout,desktop,India,organic,0
U00035,2025-03-17 05:13:33,purchase,desktop,India,organic,58.44
U00036,2025-02-13 16:00:00,view,mobile,US,referral,0
U00037,2025-06-29 01:00:00,view,tablet,US,organic,0
U00038,2025-04-21 20:00:00,view,desktop,UK,organic,0
U00038,2025-04-21 20:19:18,add_to_cart,desktop,UK,organic,0
U00038,2025-04-21 20:23:40,checkout,desktop,UK,organic,0
U00038,2025-04-21 20:44:09,purchase,desktop,UK,organic,87.2
U00039,2025-06-17 14:00:00,view,desktop,US,organic,0
U00040,2025-05-10 06:00:00,view,mobile,Brazil,organic,0
U00040,2025-05-10 06:06:51,add_to_cart,mobile,Brazil,organic,0
U00040,2025-05-10 06:41:51,checkout,mobile,Brazil,organic,0
U00040,2025-05-10 07:13:29,purchase,mobile,Brazil,organic,53.51
U00041,2025-01-08 01:00:00,view,mobile,UK,referral,0
U00041,2025-01-08 01:09:02,add_to_cart,mobile,UK,referral,0
U00041,2025-01-08 01:34:40,checkout,mobile,UK,referral,0
U00041,2025-01-08 01:58:26,purchase,mobile,UK,referral,49.37
U00042,2025-06-09 05:00:00,view,desktop,US,cpc,0
U00042,2025-06-09 05:28:26,add_to_cart,desktop,US,cpc,0
U00042,2025-06-09 06:20:36,checkout,desktop,US,cpc,0
U00042,2025-06-09 07:04:42,purchase,desktop,US,cpc,83.96
U00043,2025-01-30 07:00:00,view,mobile,US,none,0
U00044,2025-05-09 00:00:00,view,desktop,UK,organic,0
U00044,2025-05-09 00:08:55,add_to_cart,desktop,UK,organic,0
U00044,2025-05-09 00:13:00,checkout,desktop,UK,organic,0
U00044,2025-05-09 00:43:45,purchase,desktop,UK,organic,74.79
U00045,2025-01-04 01:00:00,view,mobile,Canada,none,0
U00046,2025-01-08 14:00:00,view,desktop,US,none,0
U00046,2025-01-08 14:06:26,add_to_cart,desktop,US,none,0
U00047,2025-05-01 22:00:00,view,desktop,UK,cpc,0
U00047,2025-05-01 22:06:52,add_to_cart,desktop,UK,cpc,0
U00047,2025-05-01 22:57:53,checkout,desktop,UK,cpc,0
U00047,2025-05-01 23:32:12,purchase,desktop,UK,cpc,57.4
U00048,2025-01-05 01:00:00,view,desktop,US,organic,0
U00048,2025-01-05 01:26:50,add_to_cart,desktop,US,organic,0
U00048,2025-01-05 02:53:58,checkout,desktop,US,organic,0
U00048,2025-01-05 03:08:17,purchase,desktop,US,organic,72.68
U00049,2025-04-23 07:00:00,view,desktop,US,cpc,0
U00049,2025-04-23 07:21:19,add_to_cart,desktop,US,cpc,0
U00049,2025-04-23 07:43:35,checkout,desktop,US,cpc,0
U00050,2025-03-14 23:00:00,view,tablet,UK,cpc,0
U00050,2025-03-14 23:40:40,add_to_cart,tablet,UK,cpc,0
U00051,2025-02-08 19:00:00,view,tablet,Brazil,none,0
U00051,2025-02-08 19:04:42,add_to_cart,tablet,Brazil,none,0
U00052,2025-05-06 00:00:00,view,mobile,UK,referral,0
U00053,2025-03-10 14:00:00,view,mobile,India,cpc,0
U00053,2025-03-10 14:35:19,add_to_cart,mobile,India,cpc,0
U00054,2025-04-02 20:00:00,view,desktop,US,organic,0
U00055,2025-04-04 11:00:00,view,tablet,India,cpc,0
U00055,2025-04-04 11:17:52,add_to_cart,tablet,India,cpc,0
U00055,2025-04-04 11:22:54,checkout,tablet,India,cpc,0
U00055,2025-04-04 12:15:02,purchase,tablet,India,cpc,46.52
U00056,2025-06-05 02:00:00,view,desktop,UK,referral,0
U00056,2025-06-05 02:26:38,add_to_cart,desktop,UK,referral,0
U00056,2025-06-05 03:07:41,checkout,desktop,UK,referral,0
U00056,2025-06-05 03:30:15,purchase,desktop,UK,referral,130.21
U00057,2025-04-16 07:00:00,view,tablet,India,organic,0
U00057,2025-04-16 07:45:31,add_to_cart,tablet,India,organic,0
U00057,2025-04-16 08:08:19,checkout,tablet,India,organic,0
U00057,2025-04-16 08:24:53,purchase,tablet,India,organic,141.88
U00058,2025-02-02 21:00:00,view,desktop,UK,organic,0
U00058,2025-02-02 21:08:40,add_to_cart,desktop,UK,organic,0
U00058,2025-02-02 21:10:48,checkout,desktop,UK,organic,0
U00058,2025-02-02 22:00:23,purchase,desktop,UK,organic,105.44
U00059,2025-03-22 18:00:00,view,tablet,US,organic,0
U00060,2025-01-10 12:00:00,view,desktop,Brazil,organic,0
U00060,2025-01-10 12:22:57,add_to_cart,desktop,Brazil,organic,0
U00060,2025-01-10 12:36:52,checkout,desktop,Brazil,organic,0
U00060,2025-01-10 12:44:47,purchase,desktop,Brazil,organic,122.49
U00061,2025-03-24 15:00:00,view,mobile,UK,organic,0
U00061,2025-03-24 15:18:36,add_to_cart,mobile,UK,organic,0
U00061,2025-03-24 16:12:42,checkout,mobile,UK,organic,0
U00061,2025-03-24 16:20:02,purchase,mobile,UK,organic,106.57
U00062,2025-06-18 02:00:00,view,desktop,India,organic,0
U00063,2025-01-06 18:00:00,view,mobile,US,referral,0
U00063,2025-01-06 18:25:46,add_to_cart,mobile,US,referral,0
U00064,2025-05-08 22:00:00,view,desktop,US,organic,0
U00064,2025-05-08 22:11:31,add_to_cart,desktop,US,organic,0
U00064,2025-05-08 22:36:24,checkout,desktop,US,organic,0
U00064,2025-05-08 22:59:31,purchase,desktop,US,organic,145.16
U00065,2025-03-06 06:00:00,view,mobile,US,referral,0
U00065,2025-03-06 06:07:01,add_to_cart,mobile,US,referral,0
U00065,2025-03-06 06:38:58,checkout,mobile,US,referral,0
U00065,2025-03-06 07:51:19,purchase,mobile,US,referral,60.32
U00066,2025-02-05 14:00:00,view,mobile,US,referral,0
U00066,2025-02-05 14:15:23,add_to_cart,mobile,US,referral,0
U00066,2025-02-05 14:42:50,checkout,mobile,US,referral,0
U00066,2025-02-05 15:03:41,purchase,mobile,US,referral,92.36
U00067,2025-01-20 02:00:00,view,mobile,US,none,0
U00068,2025-04-09 16:00:00,view,mobile,Brazil,organic,0
U00068,2025-04-09 16:23:42,add_to_cart,mobile,Brazil,organic,0
U00069,2025-04-19 11:00:00,view,mobile,Canada,referral,0
U00069,2025-04-19 11:36:48,add_to_cart,mobile,Canada,referral,0
U00070,2025-04-01 20:00:00,view,desktop,Canada,organic,0
U00070,2025-04-01 20:31:14,add_to_cart,desktop,Canada,organic,0
U00070,2025-04-01 21:34:57,checkout,desktop,Canada,organic,0
U00070,2025-04-01 22:06:33,purchase,desktop,Canada,organic,66.51
U00071,2025-02-11 16:00:00,view,desktop,Canada,cpc,0
U00072,2025-02-09 15:00:00,view,desktop,US,referral,0
U00072,2025-02-09 15:07:27,add_to_cart,desktop,US,referral,0
U00073,2025-05-21 23:00:00,view,mobile,US,cpc,0
U00073,2025-05-21 23:20:45,add_to_cart,mobile,US,cpc,0
U00073,2025-05-22 00:11:08,checkout,mobile,US,cpc,0
U00074,2025-03-26 09:00:00,view,tablet,UK,referral,0
U00075,2025-03-26 08:00:00,view,desktop,UK,organic,0
U00075,2025-03-26 08:10:44,add_to_cart,desktop,UK,organic,0
U00075,2025-03-26 08:43:31,checkout,desktop,UK,organic,0
U00075,2025-03-26 09:12:37,purchase,desktop,UK,organic,76.14
U00076,2025-02-25 22:00:00,view,mobile,US,organic,0
U00076,2025-02-25 22:14:59,add_to_cart,mobile,US,organic,0
U00076,2025-02-25 23:08:42,checkout,mobile,US,organic,0
U00077,2025-03-21 14:00:00,view,mobile,Brazil,referral,0
U00077,2025-03-21 14:12:48,add_to_cart,mobile,Brazil,referral,0
U00078,2025-01-20 08:00:00,view,desktop,Canada,none,0
U00078,2025-01-20 08:40:27,add_to_cart,desktop,Canada,none,0
U00079,2025-01-13 20:00:00,view,mobile,US,organic,0
U00079,2025-01-13 20:28:47,add_to_cart,mobile,US,organic,0
U00079,2025-01-13 20:33:21,checkout,mobile,US,organic,0
U00079,2025-01-13 20:42:01,purchase,mobile,US,organic,89.94
U00080,2025-06-01 10:00:00,view,desktop,US,organic,0
U00080,2025-06-01 10:10:31,add_to_cart,desktop,US,organic,0
U00080,2025-06-01 10:28:35,checkout,desktop,US,organic,0
U00080,2025-06-01 10:58:47,purchase,desktop,US,organic,83.34
U00081,2025-01-25 15:00:00,view,tablet,India,organic,0
U00082,2025-01-18 18:00:00,view,mobile,US,organic,0
U00082,2025-01-18 18:17:49,add_to_cart,mobile,US,organic,0
U00082,2025-01-18 19:02:11,checkout,mobile,US,organic,0
U00082,2025-01-18 19:36:11,purchase,mobile,US,organic,107.07
U00083,2025-05-03 09:00:00,view,mobile,India,none,0
U00084,2025-03-02 09:00:00,view,desktop,US,cpc,0
U00084,2025-03-02 09:04:56,add_to_cart,desktop,US,cpc,0
U00084,2025-03-02 09:23:51,checkout,desktop,US,cpc,0
U00084,2025-03-02 09:48:32,purchase,desktop,US,cpc,123.97
U00085,2025-04-14 12:00:00,view,desktop,India,organic,0
U00085,2025-04-14 12:32:04,add_to_cart,desktop,India,organic,0
U00085,2025-04-14 12:57:32,checkout,desktop,India,organic,0
U00085,2025-04-14 13:30:33,purchase,desktop,India,organic,97.08
U00086,2025-04-05 00:00:00,view,mobile,US,referral,0
U00086,2025-04-05 00:03:16,add_to_cart,mobile,US,referral,0
U00086,2025-04-05 00:24:20,checkout,mobile,US,referral,0
U00086,2025-04-05 01:44:37,purchase,mobile,US,referral,123.41
U00087,2025-05-24 00:00:00,view,mobile,US,referral,0
U00087,2025-05-24 00:28:40,add_to_cart,mobile,US,referral,0
U00087,2025-05-24 01:04:59,checkout,mobile,US,referral,0
U00087,2025-05-24 01:35:30,purchase,mobile,US,referral,138.55
U00088,2025-05-19 18:00:00,view,desktop,Canada,none,0
U00088,2025-05-19 18:54:08,add_to_cart,desktop,Canada,none,0
U00088,2025-05-19 18:59:43,checkout,desktop,Canada,none,0
U00088,2025-05-19 19:32:46,purchase,desktop,Canada,none,54.84
U00089,2025-04-26 17:00:00,view,tablet,Canada,referral,0
U00089,2025-04-26 17:19:53,add_to_cart,tablet,Canada,referral,0
U00090,2025-06-05 08:00:00,view,mobile,US,cpc,0
U00090,2025-06-05 08:51:19,add_to_cart,mobile,US,cpc,0
U00090,2025-06-05 09:20:08,checkout,mobile,US,cpc,0
U00090,2025-06-05 09:35:44,purchase,mobile,US,cpc,73.55
U00091,2025-04-22 04:00:00,view,mobile,UK,none,0
U00092,2025-06-11 00:00:00,view,mobile,UK,organic,0
U00093,2025-01-22 01:00:00,view,mobile,UK,cpc,0
U00093,2025-01-22 01:06:35,add_to_cart,mobile,UK,cpc,0
U00093,2025-01-22 02:00:00,checkout,mobile,UK,cpc,0
U00093,2025-01-22 02:39:50,purchase,mobile,UK,cpc,78.19
U00094,2025-04-08 07:00:00,view,mobile,US,none,0
U00094,2025-04-08 07:03:36,add_to_cart,mobile,US,none,0
U00095,2025-01-20 23:00:00,view,desktop,US,none,0
U00096,2025-02-28 15:00:00,view,desktop,India,cpc,0
U00097,2025-03-30 18:00:00,view,desktop,India,referral,0
U00097,2025-03-30 18:04:23,add_to_cart,desktop,India,referral,0
U00097,2025-03-30 18:51:50,checkout,desktop,India,referral,0
U00097,2025-03-30 19:17:24,purchase,desktop,India,referral,121.86
U00098,2025-06-24 13:00:00,view,mobile,Canada,referral,0
U00098,2025-06-24 13:17:19,add_to_cart,mobile,Canada,referral,0
U00098,2025-06-24 14:04:54,checkout,mobile,Canada,referral,0
U00098,2025-06-24 14:31:13,purchase,mobile,Canada,referral,105.51
U00099,2025-03-02 17:00:00,view,mobile,India,organic,0
U00099,2025-03-02 17:28:32,add_to_cart,mobile,India,organic,0
U00099,2025-03-02 18:03:41,checkout,mobile,India,organic,0
U00099,2025-03-02 18:47:22,purchase,mobile,India,organic,72.18
U00100,2025-04-23 17:00:00,view,tablet,US,referral,0
U00101,2025-03-29 02:00:00,view,desktop,Canada,organic,0
U00101,2025-03-29 02:02:58,add_to_cart,desktop,Canada,organic,0
U00101,2025-03-29 02:25:07,checkout,desktop,Canada,organic,0
U00101,2025-03-29 03:52:13,purchase,desktop,Canada,organic,95.37
U00102,2025-06-09 06:00:00,view,mobile,US,cpc,0
U00102,2025-06-09 06:43:28,add_to_cart,mobile,US,cpc,0
U00103,2025-02-23 18:00:00,view,mobile,US,organic,0
U00104,2025-04-02 01:00:00,view,mobile,UK,cpc,0
U00105,2025-04-03 03:00:00,view,tablet,US,referral,0
U00105,2025-04-03 03:23:57,add_to_cart,tablet,US,referral,0
U00106,2025-04-13 03:00:00,view,tablet,US,cpc,0
U00106,2025-04-13 03:24:18,add_to_cart,tablet,US,cpc,0
U00106,2025-04-13 03:32:00,checkout,tablet,US,cpc,0
U00106,2025-04-13 04:40:01,purchase,tablet,US,cpc,47.26
U00107,2025-01-18 22:00:00,view,mobile,UK,referral,0
U00108,2025-02-23 07:00:00,view,mobile,UK,referral,0
U00108,2025-02-23 07:15:04,add_to_cart,mobile,UK,referral,0
U00108,2025-02-23 08:08:54,checkout,mobile,UK,referral,0
U00108,2025-02-23 09:18:00,purchase,mobile,UK,referral,132.53
U00109,2025-03-13 09:00:00,view,desktop,Brazil,organic,0
U00109,2025-03-13 09:07:03,add_to_cart,desktop,Brazil,organic,0
U00109,2025-03-13 09:14:38,checkout,desktop,Brazil,organic,0
U00110,2025-04-28 09:00:00,view,desktop,Canada,organic,0
U00111,2025-05-03 11:00:00,view,mobile,Brazil,cpc,0
U00111,2025-05-03 11:17:14,add_to_cart,mobile,Brazil,cpc,0
U00111,2025-05-03 11:30:58,checkout,mobile,Brazil,cpc,0
U00111,2025-05-03 11:58:28,purchase,mobile,Brazil,cpc,70.16
U00112,2025-04-02 08:00:00,view,mobile,US,cpc,0
U00112,2025-04-02 08:52:49,add_to_cart,mobile,US,cpc,0
U00113,2025-06-13 20:00:00,view,mobile,Canada,referral,0
U00113,2025-06-13 20:17:36,add_to_cart,mobile,Canada,referral,0
U00113,2025-06-13 21:10:32,checkout,mobile,Canada,referral,0
U00113,2025-06-13 21:36:06,purchase,mobile,Canada,referral,92.87
U00114,2025-05-02 23:00:00,view,desktop,India,cpc,0
U00114,2025-05-02 23:04:59,add_to_cart,desktop,India,cpc,0
U00115,2025-03-27 11:00:00,view,desktop,US,referral,0
U00115,2025-03-27 11:19:56,add_to_cart,desktop,US,referral,0
U00115,2025-03-27 12:03:54,checkout,desktop,US,referral,0
U00115,2025-03-27 12:52:54,purchase,desktop,US,referral,117.35
U00116,2025-04-23 11:00:00,view,mobile,Canada,cpc,0
U00117,2025-05-20 09:00:00,view,mobile,US,cpc,0
U00118,2025-01-07 06:00:00,view,desktop,US,organic,0
U00118,2025-01-07 06:07:06,add_to_cart,desktop,US,organic,0
U00118,2025-01-07 06:34:47,checkout,desktop,US,organic,0
U00118,2025-01-07 07:36:07,purchase,desktop,US,organic,98.81
U00119,2025-05-12 17:00:00,view,desktop,UK,cpc,0
U00119,2025-05-12 17:36:11,add_to_cart,desktop,UK,cpc,0
U00119,2025-05-12 17:49:52,checkout,desktop,UK,cpc,0
U00119,2025-05-12 18:20:48,purchase,desktop,UK,cpc,56.85
U00120,2025-06-09 13:00:00,view,desktop,India,none,0
U00121,2025-03-16 23:00:00,view,desktop,Canada,organic,0
U00122,2025-02-06 20:00:00,view,mobile,US,none,0
U00123,2025-06-02 05:00:00,view,desktop,Brazil,organic,0
U00123,2025-06-02 05:22:23,add_to_cart,desktop,Brazil,organic,0
U00124,2025-01-14 16:00:00,view,desktop,India,organic,0
U00124,2025-01-14 16:18:00,add_to_cart,desktop,India,organic,0
U00124,2025-01-14 16:37:50,checkout,desktop,India,organic,0
U00124,2025-01-14 16:55:34,purchase,desktop,India,organic,88.21
U00125,2025-01-08 20:00:00,view,mobile,US,organic,0
U00126,2025-06-06 00:00:00,view,tablet,US,none,0
U00127,2025-06-24 05:00:00,view,desktop,Canada,none,0
U00128,2025-06-16 09:00:00,view,desktop,Brazil,organic,0
U00128,2025-06-16 09:25:12,add_to_cart,desktop,Brazil,organic,0
U00128,2025-06-16 10:09:12,checkout,desktop,Brazil,organic,0
U00128,2025-06-16 10:36:49,purchase,desktop,Brazil,organic,110.65
U00129,2025-05-28 14:00:00,view,mobile,Brazil,cpc,0
U00130,2025-06-22 14:00:00,view,desktop,US,cpc,0
U00130,2025-06-22 14:05:25,add_to_cart,desktop,US,cpc,0
U00131,2025-04-15 16:00:00,view,desktop,UK,referral,0
U00132,2025-01-07 18:00:00,view,mobile,US,organic,0
U00133,2025-02-01 04:00:00,view,mobile,Canada,cpc,0
U00134,2025-04-05 08:00:00,view,tablet,US,organic,0
U00135,2025-05-12 09:00:00,view,mobile,UK,cpc,0
U00135,2025-05-12 09:23:08,add_to_cart,mobile,UK,cpc,0
U00136,2025-05-19 00:00:00,view,desktop,US,cpc,0
U00136,2025-05-19 00:20:18,add_to_cart,desktop,US,cpc,0
U00136,2025-05-19 00:25:58,checkout,desktop,US,cpc,0
U00136,2025-05-19 00:57:37,purchase,desktop,US,cpc,102.04
U00137,2025-04-24 20:00:00,view,desktop,US,organic,0
U00137,2025-04-24 20:08:43,add_to_cart,desktop,US,organic,0
U00137,2025-04-24 20:16:16,checkout,desktop,US,organic,0
U00137,2025-04-24 20:27:24,purchase,desktop,US,organic,131.36
U00138,2025-05-21 14:00:00,view,desktop,India,none,0
U00139,2025-01-24 19:00:00,view,mobile,UK,referral,0
U00139,2025-01-24 19:26:05,add_to_cart,mobile,UK,referral,0
U00139,2025-01-24 20:12:07,checkout,mobile,UK,referral,0
U00139,2025-01-24 23:26:26,purchase,mobile,UK,referral,42.36
U00140,2025-02-03 13:00:00,view,desktop,India,organic,0
U00141,2025-02-10 03:00:00,view,mobile,Canada,none,0
U00141,2025-02-10 03:21:20,add_to_cart,mobile,Canada,none,0
U00141,2025-02-10 03:59:04,checkout,mobile,Canada,none,0
U00142,2025-03-24 17:00:00,view,desktop,UK,cpc,0
U00142,2025-03-24 17:09:14,add_to_cart,desktop,UK,cpc,0
U00142,2025-03-24 17:20:08,checkout,desktop,UK,cpc,0
U00142,2025-03-24 17:51:26,purchase,desktop,UK,cpc,104.21
U00143,2025-03-14 11:00:00,view,desktop,US,organic,0
U00143,2025-03-14 11:11:02,add_to_cart,desktop,US,organic,0
U00143,2025-03-14 11:34:26,checkout,desktop,US,organic,0
U00143,2025-03-14 11:41:51,purchase,desktop,US,organic,128.3
U00144,2025-06-12 11:00:00,view,tablet,US,organic,0
U00145,2025-05-14 07:00:00,view,mobile,Brazil,none,0
U00146,2025-05-07 00:00:00,view,desktop,Brazil,organic,0
U00146,2025-05-07 00:10:37,add_to_cart,desktop,Brazil,organic,0
U00147,2025-02-24 14:00:00,view,desktop,UK,cpc,0
U00147,2025-02-24 14:02:00,add_to_cart,desktop,UK,cpc,0
U00147,2025-02-24 14:30:13,checkout,desktop,UK,cpc,0
U00147,2025-02-24 14:32:58,purchase,desktop,UK,cpc,89.33
U00148,2025-06-15 01:00:00,view,desktop,US,referral,0
U00149,2025-05-12 06:00:00,view,mobile,India,none,0
U00149,2025-05-12 06:34:25,add_to_cart,mobile,India,none,0
U00149,2025-05-12 07:09:14,checkout,mobile,India,none,0
U00150,2025-03-09 02:00:00,view,desktop,UK,cpc,0
U00151,2025-02-18 23:00:00,view,mobile,US,none,0
U00151,2025-02-18 23:05:17,add_to_cart,mobile,US,none,0
U00151,2025-02-18 23:36:23,checkout,mobile,US,none,0
U00151,2025-02-18 23:58:53,purchase,mobile,US,none,70.97
U00152,2025-03-21 15:00:00,view,desktop,US,none,0
U00153,2025-02-21 12:00:00,view,desktop,US,organic,0
U00154,2025-01-21 16:00:00,view,tablet,India,none,0
U00155,2025-02-23 02:00:00,view,desktop,India,cpc,0
U00155,2025-02-23 02:16:20,add_to_cart,desktop,India,cpc,0
U00155,2025-02-23 02:26:04,checkout,desktop,India,cpc,0
U00155,2025-02-23 03:14:33,purchase,desktop,India,cpc,76.76
U00156,2025-06-14 10:00:00,view,desktop,Canada,referral,0
U00156,2025-06-14 10:10:26,add_to_cart,desktop,Canada,referral,0
U00156,2025-06-14 10:27:40,checkout,desktop,Canada,referral,0
U00156,2025-06-14 10:47:22,purchase,desktop,Canada,referral,93.74
U00157,2025-03-28 01:00:00,view,desktop,India,cpc,0
U00157,2025-03-28 01:33:29,add_to_cart,desktop,India,cpc,0
U00157,2025-03-28 02:18:22,checkout,desktop,India,cpc,0
U00157,2025-03-28 02:37:49,purchase,desktop,India,cpc,18.66
U00158,2025-02-14 07:00:00,view,mobile,Brazil,cpc,0
U00158,2025-02-14 07:11:11,add_to_cart,mobile,Brazil,cpc,0
U00158,2025-02-14 08:22:22,checkout,mobile,Brazil,cpc,0
U00159,2025-01-24 09:00:00,view,mobile,US,cpc,0
U00159,2025-01-24 09:05:16,add_to_cart,mobile,US,cpc,0
U00159,2025-01-24 09:30:14,checkout,mobile,US,cpc,0
U00159,2025-01-24 11:18:57,purchase,mobile,US,cpc,99.95
U00160,2025-03-25 02:00:00,view,mobile,India,organic,0
U00161,2025-04-29 19:00:00,view,desktop,US,organic,0
U00161,2025-04-29 19:33:45,add_to_cart,desktop,US,organic,0
U00161,2025-04-29 19:57:35,checkout,desktop,US,organic,0
U00162,2025-01-24 18:00:00,view,mobile,UK,cpc,0
U00162,2025-01-24 18:19:54,add_to_cart,mobile,UK,cpc,0
U00162,2025-01-24 19:16:17,checkout,mobile,UK,cpc,0
U00162,2025-01-24 19:24:33,purchase,mobile,UK,cpc,104.06
U00163,2025-04-04 22:00:00,view,tablet,India,referral,0
U00163,2025-04-04 22:10:37,add_to_cart,tablet,India,referral,0
U00163,2025-04-04 23:32:34,checkout,tablet,India,referral,0
U00164,2025-03-29 20:00:00,view,desktop,Brazil,referral,0
U00164,2025-03-29 20:13:53,add_to_cart,desktop,Brazil,referral,0
U00164,2025-03-29 20:26:47,checkout,desktop,Brazil,referral,0
U00164,2025-03-29 21:31:32,purchase,desktop,Brazil,referral,99.48
U00165,2025-03-22 18:00:00,view,mobile,UK,referral,0
U00166,2025-04-18 13:00:00,view,tablet,UK,referral,0
U00166,2025-04-18 13:04:16,add_to_cart,tablet,UK,referral,0
U00166,2025-04-18 13:13:01,checkout,tablet,UK,referral,0
U00166,2025-04-18 14:33:18,purchase,tablet,UK,referral,69.51
U00167,2025-02-16 12:00:00,view,desktop,India,cpc,0
U00167,2025-02-16 12:12:23,add_to_cart,desktop,India,cpc,0
U00167,2025-02-16 12:21:49,checkout,desktop,India,cpc,0
U00167,2025-02-16 12:35:24,purchase,desktop,India,cpc,56.21
U00168,2025-02-03 16:00:00,view,desktop,US,organic,0
U00168,2025-02-03 16:32:51,add_to_cart,desktop,US,organic,0
