event_date,year_month,country,category,device_type,user_id,session_id,event_name,quantity,unit_price,revenue
2025-09-01,2025-09,United States,Beauty,Mobile,U00676,S0004990,add_to_cart,,,
2025-09-01,2025-09,United States,Beauty,Mobile,U00676,S0004990,viewed,,,
2025-09-02,2025-09,Australia,Beauty,Desktop,U00296,S0000272,add_to_cart,,,
2025-09-02,2025-09,Australia,Beauty,Desktop,U00296,S0000272,checkout_started,,,
2025-09-02,2025-09,Australia,Beauty,Desktop,U00296,S0000272,purchased,3.0,33.98881255209187,101.97
2025-09-02,2025-09,Australia,Beauty,Desktop,U00296,S0000272,viewed,,,
2025-09-02,2025-09,Australia,Electronics,Desktop,U00832,S0000345,viewed,,,
2025-09-02,2025-09,United States,Apparel,Desktop,U00818,S0000590,add_to_cart,,,
2025-09-02,2025-09,United States,Apparel,Desktop,U00818,S0000590,viewed,,,
2025-09-02,2025-09,United States,Sports,Mobile,U00502,S0000622,viewed,,,
2025-09-02,2025-09,United States,Electronics,Desktop,U00210,S0000764,add_to_cart,,,
2025-09-02,2025-09,United States,Electronics,Desktop,U00210,S0000764,viewed,,,
2025-09-02,2025-09,Germany,Home,Mobile,U00786,S0000949,viewed,,,
2025-09-02,2025-09,United States,Home,Desktop,U00648,S0001162,add_to_cart,,,
2025-09-02,2025-09,United States,Home,Desktop,U00648,S0001162,viewed,,,
2025-09-02,2025-09,United States,Apparel,Mobile,U00638,S0001402,viewed,,,
2025-09-02,2025-09,Germany,Home,Desktop,U00200,S0001818,viewed,,,
2025-09-02,2025-09,United States,Apparel,Mobile,U00059,S0001820,add_to_cart,,,
2025-09-02,2025-09,United States,Apparel,Mobile,U00059,S0001820,checkout_started,,,
2025-09-02,2025-09,United States,Apparel,Mobile,U00059,S0001820,purchased,4.0,53.51303128604676,214.05
2025-09-02,2025-09,United States,Apparel,Mobile,U00059,S0001820,viewed,,,
2025-09-02,2025-09,Germany,Home,Desktop,U00370,S0001894,viewed,,,
2025-09-02,2025-09,Germany,Apparel,Mobile,U00755,S0002113,add_to_cart,,,
2025-09-02,2025-09,Germany,Apparel,Mobile,U00755,S0002113,checkout_started,,,
2025-09-02,2025-09,Germany,Apparel,Mobile,U00755,S0002113,viewed,,,
2025-09-02,2025-09,United States,Apparel,Tablet,U00044,S0002356,viewed,,,
2025-09-02,2025-09,United States,Apparel,Mobile,U00786,S0002670,add_to_cart,,,
2025-09-02,2025-09,United States,Apparel,Mobile,U00786,S0002670,checkout_started,,,
2025-09-02,2025-09,United States,Apparel,Mobile,U00786,S0002670,viewed,,,
2025-09-02,2025-09,United States,Sports,Desktop,U00332,S0002832,viewed,,,
2025-09-02,2025-09,United States,Electronics,Mobile,U00563,S0002945,add_to_cart,,,
2025-09-02,2025-09,United States,Electronics,Mobile,U00563,S0002945,checkout_started,,,
2025-09-02,2025-09,United States,Electronics,Mobile,U00563,S0002945,purchased,4.0,137.63804196272602,550.55
2025-09-02,2025-09,United States,Electronics,Mobile,U00563,S0002945,viewed,,,
2025-09-02,2025-09,United States,Sports,Mobile,U00030,S0003267,add_to_cart,,,
2025-09-02,2025-09,United States,Sports,Mobile,U00030,S0003267,viewed,,,
2025-09-02,2025-09,United States,Electronics,Desktop,U00560,S0003459,add_to_cart,,,
2025-09-02,2025-09,United States,Electronics,Desktop,U00560,S0003459,checkout_started,,,
2025-09-02,2025-09,United States,Electronics,Desktop,U00560,S0003459,viewed,,,
2025-09-02,2025-09,Australia,Home,Mobile,U00116,S0003466,add_to_cart,,,
2025-09-02,2025-09,Australia,Home,Mobile,U00116,S0003466,viewed,,,
2025-09-02,2025-09,United States,Electronics,Mobile,U00796,S0003685,viewed,,,
2025-09-02,2025-09,United States,Electronics,Mobile,U00388,S0003873,add_to_cart,,,
2025-09-02,2025-09,United States,Electronics,Mobile,U00388,S0003873,checkout_started,,,
2025-09-02,2025-09,United States,Electronics,Mobile,U00388,S0003873,viewed,,,
2025-09-02,2025-09,Germany,Beauty,Desktop,U00869,S0004026,viewed,,,
2025-09-02,2025-09,Germany,Electronics,Desktop,U00408,S0004113,viewed,,,
2025-09-02,2025-09,Canada,Home,Mobile,U00528,S0004181,viewed,,,
2025-09-02,2025-09,United Kingdom,Sports,Mobile,U00343,S0004257,add_to_cart,,,
2025-09-02,2025-09,United Kingdom,Sports,Mobile,U00343,S0004257,viewed,,,
2025-09-02,2025-09,United States,Electronics,Mobile,U00813,S0004523,add_to_cart,,,
2025-09-02,2025-09,United States,Electronics,Mobile,U00813,S0004523,checkout_started,,,
2025-09-02,2025-09,United States,Electronics,Mobile,U00813,S0004523,viewed,,,
2025-09-02,2025-09,Canada,Apparel,Mobile,U00786,S0004531,viewed,,,
2025-09-02,2025-09,United Kingdom,Sports,Mobile,U00167,S0004540,viewed,,,
2025-09-02,2025-09,Australia,Beauty,Desktop,U00653,S0004574,add_to_cart,,,
2025-09-02,2025-09,Australia,Beauty,Desktop,U00653,S0004574,viewed,,,
2025-09-02,2025-09,Germany,Beauty,Desktop,U00513,S0004682,viewed,,,
2025-09-02,2025-09,United States,Electronics,Mobile,U00037,S0004710,add_to_cart,,,
2025-09-02,2025-09,United States,Electronics,Mobile,U00037,S0004710,checkout_started,,,
2025-09-02,2025-09,United States,Electronics,Mobile,U00037,S0004710,purchased,2.0,112.03301475490171,224.07
2025-09-02,2025-09,United States,Electronics,Mobile,U00037,S0004710,viewed,,,
2025-09-02,2025-09,United Kingdom,Sports,Mobile,U00058,S0004816,viewed,,,
2025-09-02,2025-09,United States,Apparel,Mobile,U00565,S0004820,add_to_cart,,,
2025-09-02,2025-09,United States,Apparel,Mobile,U00565,S0004820,viewed,,,
2025-09-02,2025-09,Australia,Apparel,Desktop,U00869,S0004890,viewed,,,
2025-09-03,2025-09,United Kingdom,Home,Desktop,U00685,S0000060,add_to_cart,,,
2025-09-03,2025-09,United Kingdom,Home,Desktop,U00685,S0000060,checkout_started,,,
2025-09-03,2025-09,United Kingdom,Home,Desktop,U00685,S0000060,viewed,,,
2025-09-03,2025-09,Germany,Sports,Mobile,U00015,S0000295,viewed,,,
2025-09-03,2025-09,United States,Beauty,Mobile,U00095,S0000375,viewed,,,
2025-09-03,2025-09,United States,Sports,Desktop,U00382,S0000466,add_to_cart,,,
2025-09-03,2025-09,United States,Sports,Desktop,U00382,S0000466,viewed,,,
2025-09-03,2025-09,United States,Apparel,Mobile,U00827,S0001030,viewed,,,
2025-09-03,2025-09,United States,Electronics,Mobile,U00690,S0001055,viewed,,,
2025-09-03,2025-09,United Kingdom,Sports,Mobile,U00397,S0001126,add_to_cart,,,
2025-09-03,2025-09,United Kingdom,Sports,Mobile,U00397,S0001126,viewed,,,
2025-09-03,2025-09,United States,Home,Mobile,U00251,S0001206,viewed,,,
2025-09-03,2025-09,United States,Electronics,Mobile,U00052,S0001293,viewed,,,
2025-09-03,2025-09,United States,Sports,Mobile,U00360,S0001478,add_to_cart,,,
2025-09-03,2025-09,United States,Sports,Mobile,U00360,S0001478,checkout_started,,,
2025-09-03,2025-09,United States,Sports,Mobile,U00360,S0001478,viewed,,,
2025-09-03,2025-09,United States,Home,Mobile,U00789,S0001608,viewed,,,
2025-09-03,2025-09,Canada,Home,Mobile,U00332,S0002107,add_to_cart,,,
2025-09-03,2025-09,Canada,Home,Mobile,U00332,S0002107,viewed,,,
2025-09-03,2025-09,United States,Apparel,Mobile,U00670,S0002168,viewed,,,
2025-09-03,2025-09,United States,Home,Desktop,U00392,S0002192,add_to_cart,,,
2025-09-03,2025-09,United States,Home,Desktop,U00392,S0002192,checkout_started,,,
2025-09-03,2025-09,United States,Home,Desktop,U00392,S0002192,purchased,3.0,79.26931313584478,237.81
2025-09-03,2025-09,United States,Home,Desktop,U00392,S0002192,viewed,,,
2025-09-03,2025-09,Australia,Apparel,Desktop,U00387,S0002415,viewed,,,
2025-09-03,2025-09,Canada,Apparel,Desktop,U00849,S0002478,add_to_cart,,,
2025-09-03,2025-09,Canada,Apparel,Desktop,U00849,S0002478,viewed,,,
2025-09-03,2025-09,Australia,Electronics,Desktop,U00561,S0002494,add_to_cart,,,
2025-09-03,2025-09,Australia,Electronics,Desktop,U00561,S0002494,viewed,,,
2025-09-03,2025-09,United Kingdom,Electronics,Mobile,U00637,S0002706,add_to_cart,,,
2025-09-03,2025-09,United Kingdom,Electronics,Mobile,U00637,S0002706,viewed,,,
2025-09-03,2025-09,Canada,Sports,Mobile,U00735,S0003055,add_to_cart,,,
2025-09-03,2025-09,Canada,Sports,Mobile,U00735,S0003055,checkout_started,,,
2025-09-03,2025-09,Canada,Sports,Mobile,U00735,S0003055,purchased,3.0,66.59627683835092,199.79
2025-09-03,2025-09,Canada,Sports,Mobile,U00735,S0003055,viewed,,,
2025-09-03,2025-09,United States,Electronics,Desktop,U00085,S0003106,add_to_cart,,,
2025-09-03,2025-09,United States,Electronics,Desktop,U00085,S0003106,checkout_started,,,
2025-09-03,2025-09,United States,Electronics,Desktop,U00085,S0003106,viewed,,,
2025-09-03,2025-09,Germany,Beauty,Desktop,U00659,S0003206,add_to_cart,,,
2025-09-03,2025-09,Germany,Beauty,Desktop,U00659,S0003206,checkout_started,,,
2025-09-03,2025-09,Germany,Beauty,Desktop,U00659,S0003206,viewed,,,
2025-09-03,2025-09,United Kingdom,Electronics,Mobile,U00785,S0003218,viewed,,,
2025-09-03,2025-09,United Kingdom,Electronics,Desktop,U00052,S0003228,add_to_cart,,,
2025-09-03,2025-09,United Kingdom,Electronics,Desktop,U00052,S0003228,checkout_started,,,
2025-09-03,2025-09,United Kingdom,Electronics,Desktop,U00052,S0003228,purchased,1.0,124.76361525399298,124.76
2025-09-03,2025-09,United Kingdom,Electronics,Desktop,U00052,S0003228,viewed,,,
2025-09-03,2025-09,United States,Beauty,Desktop,U00883,S0003591,add_to_cart,,,
2025-09-03,2025-09,United States,Beauty,Desktop,U00883,S0003591,viewed,,,
2025-09-03,2025-09,United Kingdom,Electronics,Mobile,U00369,S0003670,viewed,,,
2025-09-03,2025-09,United States,Apparel,Desktop,U00142,S0004310,viewed,,,
2025-09-03,2025-09,United States,Electronics,Mobile,U00550,S0004326,viewed,,,
2025-09-03,2025-09,United Kingdom,Electronics,Desktop,U00584,S0004436,viewed,,,
2025-09-03,2025-09,United States,Electronics,Desktop,U00051,S0004661,viewed,,,
2025-09-03,2025-09,United States,Home,Mobile,U00616,S0004897,add_to_cart,,,
2025-09-03,2025-09,United States,Home,Mobile,U00616,S0004897,checkout_started,,,
2025-09-03,2025-09,United States,Home,Mobile,U00616,S0004897,viewed,,,
2025-09-04,2025-09,United States,Sports,Mobile,U00150,S0000822,viewed,,,
2025-09-04,2025-09,United States,Home,Desktop,U00751,S0000856,viewed,,,
2025-09-04,2025-09,United States,Beauty,Mobile,U00705,S0001012,add_to_cart,,,
2025-09-04,2025-09,United States,Beauty,Mobile,U00705,S0001012,viewed,,,
2025-09-04,2025-09,United States,Electronics,Mobile,U00343,S0001050,viewed,,,
2025-09-04,2025-09,United States,Apparel,Mobile,U00009,S0001102,viewed,,,
2025-09-04,2025-09,Canada,Sports,Mobile,U00399,S0001131,viewed,,,
2025-09-04,2025-09,Germany,Electronics,Tablet,U00787,S0001136,add_to_cart,,,
2025-09-04,2025-09,Germany,Electronics,Tablet,U00787,S0001136,viewed,,,
2025-09-04,2025-09,United States,Electronics,Mobile,U00428,S0001182,viewed,,,
2025-09-04,2025-09,United States,Beauty,Desktop,U00594,S0001327,add_to_cart,,,
2025-09-04,2025-09,United States,Beauty,Desktop,U00594,S0001327,viewed,,,
2025-09-04,2025-09,United States,Electronics,Mobile,U00372,S0001333,add_to_cart,,,
2025-09-04,2025-09,United States,Electronics,Mobile,U00372,S0001333,checkout_started,,,
2025-09-04,2025-09,United States,Electronics,Mobile,U00372,S0001333,viewed,,,
2025-09-04,2025-09,United States,Home,Mobile,U00657,S0001493,add_to_cart,,,
2025-09-04,2025-09,United States,Home,Mobile,U00657,S0001493,checkout_started,,,
2025-09-04,2025-09,United States,Home,Mobile,U00657,S0001493,viewed,,,
2025-09-04,2025-09,United States,Electronics,Desktop,U00765,S0001765,add_to_cart,,,
2025-09-04,2025-09,United States,Electronics,Desktop,U00765,S0001765,viewed,,,
2025-09-04,2025-09,United Kingdom,Apparel,Mobile,U00778,S0001822,viewed,,,
2025-09-04,2025-09,Germany,Electronics,Mobile,U00030,S0002054,add_to_cart,,,
2025-09-04,2025-09,Germany,Electronics,Mobile,U00030,S0002054,checkout_started,,,
2025-09-04,2025-09,Germany,Electronics,Mobile,U00030,S0002054,viewed,,,
2025-09-04,2025-09,United States,Electronics,Desktop,U00106,S0002058,add_to_cart,,,
2025-09-04,2025-09,United States,Electronics,Desktop,U00106,S0002058,viewed,,,
2025-09-04,2025-09,Canada,Home,Mobile,U00320,S0002884,add_to_cart,,,
2025-09-04,2025-09,Canada,Home,Mobile,U00320,S0002884,viewed,,,
2025-09-04,2025-09,Germany,Sports,Mobile,U00237,S0002907,viewed,,,
2025-09-04,2025-09,United States,Apparel,Mobile,U00285,S0003110,viewed,,,
2025-09-04,2025-09,United States,Apparel,Desktop,U00187,S0003312,add_to_cart,,,
2025-09-04,2025-09,United States,Apparel,Desktop,U00187,S0003312,viewed,,,
2025-09-04,2025-09,United States,Apparel,Desktop,U00711,S0004042,add_to_cart,,,
2025-09-04,2025-09,United States,Apparel,Desktop,U00711,S0004042,checkout_started,,,
2025-09-04,2025-09,United States,Apparel,Desktop,U00711,S0004042,viewed,,,
2025-09-04,2025-09,United States,Apparel,Tablet,U00782,S0004627,add_to_cart,,,
2025-09-04,2025-09,United States,Apparel,Tablet,U00782,S0004627,viewed,,,
2025-09-04,2025-09,Canada,Home,Mobile,U00625,S0004771,viewed,,,
2025-09-04,2025-09,Germany,Beauty,Desktop,U00238,S0004964,add_to_cart,,,
2025-09-04,2025-09,Germany,Beauty,Desktop,U00238,S0004964,viewed,,,
2025-09-05,2025-09,Australia,Beauty,Mobile,U00548,S0000215,add_to_cart,,,
2025-09-05,2025-09,Australia,Beauty,Mobile,U00548,S0000215,viewed,,,
2025-09-05,2025-09,Canada,Home,Mobile,U00750,S0000446,viewed,,,
2025-09-05,2025-09,United States,Apparel,Mobile,U00766,S0000597,add_to_cart,,,
2025-09-05,2025-09,United States,Apparel,Mobile,U00766,S0000597,viewed,,,
2025-09-05,2025-09,United Kingdom,Electronics,Desktop,U00102,S0000755,add_to_cart,,,
2025-09-05,2025-09,United Kingdom,Electronics,Desktop,U00102,S0000755,checkout_started,,,
2025-09-05,2025-09,United Kingdom,Electronics,Desktop,U00102,S0000755,viewed,,,
2025-09-05,2025-09,Germany,Electronics,Desktop,U00893,S0000918,add_to_cart,,,
2025-09-05,2025-09,Germany,Electronics,Desktop,U00893,S0000918,checkout_started,,,
2025-09-05,2025-09,Germany,Electronics,Desktop,U00893,S0000918,purchased,3.0,117.94944030801642,353.85
2025-09-05,2025-09,Germany,Electronics,Desktop,U00893,S0000918,viewed,,,
2025-09-05,2025-09,Australia,Apparel,Desktop,U00741,S0001081,viewed,,,
2025-09-05,2025-09,United States,Electronics,Tablet,U00745,S0001099,add_to_cart,,,
2025-09-05,2025-09,United States,Electronics,Tablet,U00745,S0001099,checkout_started,,,
2025-09-05,2025-09,United States,Electronics,Tablet,U00745,S0001099,purchased,3.0,104.43101474013159,313.29
2025-09-05,2025-09,United States,Electronics,Tablet,U00745,S0001099,viewed,,,
2025-09-05,2025-09,United Kingdom,Home,Desktop,U00257,S0001170,add_to_cart,,,
2025-09-05,2025-09,United Kingdom,Home,Desktop,U00257,S0001170,viewed,,,
2025-09-05,2025-09,Australia,Beauty,Mobile,U00564,S0001226,add_to_cart,,,
2025-09-05,2025-09,Australia,Beauty,Mobile,U00564,S0001226,viewed,,,
2025-09-05,2025-09,United Kingdom,Electronics,Mobile,U00323,S0001578,viewed,,,
2025-09-05,2025-09,United States,Apparel,Mobile,U00325,S0001715,viewed,,,
2025-09-05,2025-09,Australia,Electronics,Mobile,U00438,S0002186,viewed,,,
2025-09-05,2025-09,United States,Home,Mobile,U00623,S0002376,viewed,,,
2025-09-05,2025-09,Germany,Apparel,Mobile,U00171,S0002420,add_to_cart,,,
2025-09-05,2025-09,Germany,Apparel,Mobile,U00171,S0002420,checkout_started,,,
2025-09-05,2025-09,Germany,Apparel,Mobile,U00171,S0002420,viewed,,,
2025-09-05,2025-09,United States,Sports,Mobile,U00105,S0002817,viewed,,,
2025-09-05,2025-09,United States,Beauty,Desktop,U00192,S0002821,viewed,,,
2025-09-05,2025-09,Canada,Beauty,Mobile,U00782,S0002862,viewed,,,
2025-09-05,2025-09,United Kingdom,Home,Mobile,U00790,S0003042,add_to_cart,,,
2025-09-05,2025-09,United Kingdom,Home,Mobile,U00790,S0003042,viewed,,,
2025-09-05,2025-09,Canada,Beauty,Mobile,U00558,S0003052,add_to_cart,,,
2025-09-05,2025-09,Canada,Beauty,Mobile,U00558,S0003052,viewed,,,
2025-09-05,2025-09,United States,Sports,Mobile,U00274,S0003138,viewed,,,
2025-09-05,2025-09,United States,Sports,Desktop,U00761,S0003150,add_to_cart,,,
2025-09-05,2025-09,United States,Sports,Desktop,U00761,S0003150,viewed,,,
2025-09-05,2025-09,Germany,Electronics,Desktop,U00220,S0003232,add_to_cart,,,
2025-09-05,2025-09,Germany,Electronics,Desktop,U00220,S0003232,checkout_started,,,
2025-09-05,2025-09,Germany,Electronics,Desktop,U00220,S0003232,purchased,4.0,129.0817005940322,516.33
2025-09-05,2025-09,Germany,Electronics,Desktop,U00220,S0003232,viewed,,,
2025-09-05,2025-09,Canada,Beauty,Desktop,U00088,S0003391,add_to_cart,,,
2025-09-05,2025-09,Canada,Beauty,Desktop,U00088,S0003391,viewed,,,
2025-09-05,2025-09,Germany,Beauty,Tablet,U00164,S0003463,viewed,,,
2025-09-05,2025-09,United States,Beauty,Desktop,U00630,S0003667,add_to_cart,,,
2025-09-05,2025-09,United States,Beauty,Desktop,U00630,S0003667,viewed,,,
2025-09-05,2025-09,United States,Sports,Mobile,U00154,S0003987,add_to_cart,,,
2025-09-05,2025-09,United States,Sports,Mobile,U00154,S0003987,checkout_started,,,
2025-09-05,2025-09,United States,Sports,Mobile,U00154,S0003987,viewed,,,
2025-09-05,2025-09,Germany,Electronics,Mobile,U00877,S0004154,viewed,,,
2025-09-05,2025-09,Germany,Electronics,Tablet,U00035,S0004374,add_to_cart,,,
2025-09-05,2025-09,Germany,Electronics,Tablet,U00035,S0004374,viewed,,,
2025-09-05,2025-09,United States,Home,Mobile,U00432,S0004696,add_to_cart,,,
2025-09-05,2025-09,United States,Home,Mobile,U00432,S0004696,viewed,,,
2025-09-05,2025-09,Australia,Electronics,Mobile,U00018,S0004744,viewed,,,
2025-09-06,2025-09,United States,Home,Mobile,U00299,S0000056,viewed,,,
2025-09-06,2025-09,Germany,Electronics,Mobile,U00509,S0000225,add_to_cart,,,
2025-09-06,2025-09,Germany,Electronics,Mobile,U00509,S0000225,viewed,,,
2025-09-06,2025-09,Germany,Apparel,Mobile,U00149,S0000478,viewed,,,
2025-09-06,2025-09,United Kingdom,Sports,Tablet,U00766,S0000803,add_to_cart,,,
2025-09-06,2025-09,United Kingdom,Sports,Tablet,U00766,S0000803,viewed,,,
2025-09-06,2025-09,United States,Sports,Desktop,U00251,S0000804,viewed,,,
2025-09-06,2025-09,Germany,Sports,Mobile,U00534,S0000916,viewed,,,
2025-09-06,2025-09,United States,Electronics,Desktop,U00019,S0000956,viewed,,,
2025-09-06,2025-09,Germany,Beauty,Mobile,U00896,S0001252,viewed,,,
2025-09-06,2025-09,Germany,Electronics,Mobile,U00415,S0001306,viewed,,,
2025-09-06,2025-09,United Kingdom,Sports,Mobile,U00778,S0001333,viewed,,,
2025-09-06,2025-09,United States,Apparel,Mobile,U00476,S0001673,viewed,,,
2025-09-06,2025-09,Germany,Electronics,Mobile,U00402,S0002139,viewed,,,
2025-09-06,2025-09,United States,Home,Desktop,U00016,S0002564,viewed,,,
2025-09-06,2025-09,United Kingdom,Electronics,Mobile,U00668,S0002713,viewed,,,
2025-09-06,2025-09,United States,Sports,Mobile,U00435,S0002809,add_to_cart,,,
2025-09-06,2025-09,United States,Sports,Mobile,U00435,S0002809,checkout_started,,,
2025-09-06,2025-09,United States,Sports,Mobile,U00435,S0002809,viewed,,,
2025-09-06,2025-09,United States,Home,Mobile,U00523,S0002964,add_to_cart,,,
2025-09-06,2025-09,United States,Home,Mobile,U00523,S0002964,checkout_started,,,
2025-09-06,2025-09,United States,Home,Mobile,U00523,S0002964,viewed,,,
2025-09-06,2025-09,United States,Electronics,Desktop,U00819,S0002976,viewed,,,
2025-09-06,2025-09,United States,Electronics,Mobile,U00690,S0003226,viewed,,,
2025-09-06,2025-09,United Kingdom,Electronics,Mobile,U00072,S0003496,add_to_cart,,,
2025-09-06,2025-09,United Kingdom,Electronics,Mobile,U00072,S0003496,checkout_started,,,
2025-09-06,2025-09,United Kingdom,Electronics,Mobile,U00072,S0003496,purchased,2.0,126.95070406693752,253.9
2025-09-06,2025-09,United Kingdom,Electronics,Mobile,U00072,S0003496,viewed,,,
2025-09-06,2025-09,United Kingdom,Apparel,Mobile,U00666,S0003715,add_to_cart,,,
2025-09-06,2025-09,United Kingdom,Apparel,Mobile,U00666,S0003715,viewed,,,
2025-09-06,2025-09,United States,Home,Tablet,U00037,S0003858,add_to_cart,,,
2025-09-06,2025-09,United States,Home,Tablet,U00037,S0003858,checkout_started,,,
2025-09-06,2025-09,United States,Home,Tablet,U00037,S0003858,viewed,,,
2025-09-06,2025-09,United States,Electronics,Desktop,U00440,S0004232,add_to_cart,,,
2025-09-06,2025-09,United States,Electronics,Desktop,U00440,S0004232,checkout_started,,,
2025-09-06,2025-09,United States,Electronics,Desktop,U00440,S0004232,purchased,4.0,127.76678540401682,511.07
2025-09-06,2025-09,United States,Electronics,Desktop,U00440,S0004232,viewed,,,
2025-09-06,2025-09,United Kingdom,Electronics,Mobile,U00128,S0004312,add_to_cart,,,
2025-09-06,2025-09,United Kingdom,Electronics,Mobile,U00128,S0004312,viewed,,,
2025-09-06,2025-09,Australia,Electronics,Desktop,U00097,S0004359,add_to_cart,,,
2025-09-06,2025-09,Australia,Electronics,Desktop,U00097,S0004359,checkout_started,,,
2025-09-06,2025-09,Australia,Electronics,Desktop,U00097,S0004359,viewed,,,
2025-09-06,2025-09,United States,Home,Mobile,U00781,S0004526,add_to_cart,,,
2025-09-06,2025-09,United States,Home,Mobile,U00781,S0004526,checkout_started,,,
